timestamp,open,high,low,close
0,1133.73,1139.53,1132.99,1138.64
1,1138.66,1139,1131.09,1132.33
2,1132.25,1133.27,1130.75,1131.91
3,1131.81,1135.03,1130.7,1132.31
4,1132.31,1132.7,1128.72,1128.72
5,1128.66,1128.66,1122.52,1123.18
6,1120.4,1126.28,1118.99,1126.28
7,1126.04,1128.2,1124.48,1125.26
8,1124.7,1129.72,1124.55,1126.65
9,1126.45,1127.26,1125.3,1125.92
10,1125.98,1131.56,1125.98,1129.6
11,1129.85,1132.22,1128.84,1132.22
12,1132.35,1133.57,1129.42,1130.23
13,1130.46,1130.46,1127.1,1128.85
14,1128.83,1131.62,1127.98,1131.61
15,1131.36,1131.43,1127.2,1127.55
16,1127.93,1129.32,1126.74,1128.87
17,1129.05,1129.05,1124.08,1124.48
18,1125.41,1127.68,1125.41,1126.08
19,1126.33,1127.63,1125.96,1126.52
20,1126.9,1127.67,1125.19,1127.11
21,1127.27,1128.49,1126.05,1128.42
22,1128.54,1130.38,1128.08,1129.97
23,1129.77,1129.91,1126.12,1126.12
24,1126.71,1126.98,1125.6,1125.66
25,1125.59,1126.51,1124.22,1124.86
26,1124.85,1125.31,1123.88,1124.43
27,1124.36,1127.52,1124.27,1127.52
28,1127.46,1129.08,1127.46,1128.36
29,1128.59,1128.91,1127.94,1128.33
30,1128.18,1128.73,1127.5,1128.43
31,1128.41,1129.55,1128.08,1128.49
32,1128.44,1129.72,1128.34,1129.39
33,1129.32,1130.35,1128.73,1130.03
34,1130.12,1130.34,1129.58,1129.8
35,1129.78,1130.12,1128.77,1129.88
36,1130.03,1130.46,1129.41,1130.06
37,1130.5,1130.87,1129.59,1130.79
38,1130.9,1131.74,1130.62,1130.66
39,1130.73,1130.73,1128.44,1129.61
40,1129.59,1129.68,1127.82,1127.82
41,1127.71,1127.87,1126.09,1127.46
42,1127.1,1127.63,1126.47,1126.76
43,1126.17,1126.19,1122.21,1122.22
44,1121.93,1121.93,1120,1120.26
45,1120.11,1121.57,1119.97,1120.98
46,1121.17,1122.68,1120.18,1122.48
47,1121.68,1121.68,1118.04,1118.45
48,1118.45,1119.25,1116.65,1117.38
49,1117.51,1118.08,1116.11,1116.4
50,1116.37,1118.88,1116.37,1118.08
51,1117.79,1121.98,1117.18,1119.64
52,1119.56,1121.23,1119.28,1119.92
53,1119.57,1121.49,1119.09,1121.1
54,1120.77,1123.13,1120.75,1122.13
55,1122.18,1122.85,1121.59,1122.47
56,1122.14,1122.52,1121.04,1121.2
57,1121.39,1121.47,1118.98,1119.57
58,1119.65,1121.46,1119.65,1120.77
59,1120.64,1120.64,1119.54,1119.78
60,1119.71,1122.51,1119.69,1122.15
61,1121.96,1122.35,1120.47,1121.99
62,1122.42,1123.91,1122.32,1122.92
63,1122.6,1122.64,1119.78,1119.78
64,1119.84,1120.71,1113.98,1115.22
65,1115.23,1116.37,1113.28,1113.31
66,1112.78,1112.78,1107.46,1108.62
67,1108.56,1109.68,1106.21,1106.32
68,1106.86,1106.86,1103.05,1104.71
69,1105.31,1107.12,1104.47,1104.49
70,1104.31,1105.13,1101.4,1101.48
71,1101.72,1102.41,1099.84,1100.5
72,1101.52,1103.58,1100.97,1101.15
73,1101.86,1102.31,1099.71,1099.71
74,1099.87,1100.35,1097.36,1098.98
75,1098.62,1102.25,1098.62,1101.67
76,1100.54,1102.72,1100.22,1102.72
77,1102.73,1104.81,1102.17,1104.81
78,1104.65,1104.65,1104.65,1104.65
79,1104.65,1104.65,1104.65,1104.65
80,1104.65,1104.65,1104.65,1104.65
81,1104.65,1104.65,1104.65,1104.65
82,1104.65,1104.65,1104.65,1104.65
83,1091.48,1093.06,1086.27,1087.54
84,1086.86,1093.08,1086.52,1090.05
85,1089.83,1091.16,1083.05,1085.66
86,1085.75,1090.32,1084.89,1086.66
87,1086.75,1086.9,1083.13,1084.83
88,1085.55,1087.46,1082.7,1082.7
89,1081.24,1083.85,1079.49,1082.79
90,1082.6,1083.52,1078.07,1078.66
91,1077.92,1082.96,1077.92,1080.59
92,1080.07,1080.07,1073.02,1074.03
93,1075.04,1075.12,1071.35,1074.19
94,1073.3,1077.02,1072.36,1075.47
95,1075.14,1081.23,1074.32,1080.12
96,1080.29,1081.93,1079.09,1079.78
97,1079.49,1082,1078.79,1080.85
98,1080.54,1082.45,1078.87,1081.79
99,1081.58,1081.64,1077.12,1077.2
100,1077.15,1079.47,1076.67,1078.97
101,1078.19,1079.92,1075.97,1077.93
102,1077.7,1078.55,1075.16,1075.65
103,1076.2,1079.99,1075.08,1079.99
104,1079.61,1080.58,1076.71,1076.74
105,1076.91,1078.4,1076.15,1076.83
106,1076.62,1076.63,1073.23,1074.88
107,1075.84,1078.15,1075.84,1077.24
108,1077,1078.43,1076.67,1077.21
109,1076.84,1081.41,1076.84,1081.1
110,1081.2,1082.93,1080.22,1082.93
111,1082.42,1085.04,1081.34,1084.36
112,1084.38,1086.47,1084.06,1084.64
113,1085.23,1085.7,1083.77,1085.02
114,1084.87,1084.87,1082.74,1083.28
115,1083.43,1085.6,1083.43,1085.6
116,1085.55,1087.45,1085.2,1087.45
117,1087.35,1090.81,1087.22,1089.87
118,1089.81,1094.12,1089.81,1092.82
119,1092.3,1092.43,1090.02,1091.62
120,1091.43,1093.39,1091.35,1092.33
121,1092.14,1092.62,1089.91,1091.1
122,1090.85,1093.14,1090.76,1091.7
123,1091.57,1091.57,1088.89,1090.74
124,1090.68,1090.74,1089.17,1089.99
125,1089.73,1091.54,1089.1,1091.08
126,1090.66,1095.28,1090.66,1095.19
127,1095.1,1098.79,1095.1,1098.51
128,1098.53,1098.53,1094.13,1095.07
129,1095.27,1095.39,1092.78,1093.28
130,1093.34,1093.66,1092.03,1092.5
131,1092.02,1094.84,1091.59,1094.55
132,1094.52,1095.66,1093.67,1095.66
133,1095.61,1098.04,1095.61,1097.55
134,1097.64,1099.41,1097.29,1097.98
135,1097.61,1100.13,1097.61,1100
136,1099.99,1102.62,1099.99,1101.38
137,1101.38,1104.53,1101.38,1104.48
138,1104.16,1107.37,1104.08,1106.17
139,1106.1,1106.52,1104.82,1105.95
140,1105.77,1106.6,1105.58,1106.3
141,1106.27,1109.75,1106.18,1109.14
142,1109.35,1109.82,1106.77,1106.77
143,1107.07,1107.07,1105.18,1105.81
144,1106.15,1107.97,1105.75,1107.73
145,1107.58,1109.62,1107.18,1109.1
146,1109.15,1110.19,1107.67,1107.83
147,1107.8,1109.05,1107.63,1108.19
148,1108.11,1109.49,1108.11,1109.2
149,1109.12,1111,1108.27,1109.08
150,1109.04,1111.72,1108.8,1110.83
151,1110.74,1112.39,1110.52,1111.63
152,1111.48,1112.96,1110.81,1112.96
153,1113.21,1115.47,1112.69,1115.46
154,1114.8,1114.93,1112.33,1112.56
155,1112.55,1112.55,1105.6,1106.05
156,1106.58,1107.55,1104.74,1104.74
157,1104.5,1105.58,1102.82,1104.78
158,1105.52,1106.07,1101.69,1101.83
159,1100.1,1100.34,1096.21,1098.78
160,1099.44,1100.52,1099.24,1099.81
161,1099.96,1099.96,1099.95,1099.95
162,1099.95,1099.95,1099.95,1099.95
163,1099.95,1099.95,1099.95,1099.95
164,1099.95,1099.95,1099.95,1099.95
165,1099.95,1099.95,1099.95,1099.95
166,1100.8,1103.94,1100.8,1102.88
167,1102.62,1103.8,1094.67,1097.96
168,1098.95,1103.93,1098.95,1102.21
169,1101.99,1102.57,1098.71,1098.76
170,1098.4,1101.73,1097.66,1098.21
171,1098.52,1099.71,1094.33,1097.12
172,1101.05,1105.38,1101,1104.27
173,1104.49,1107.63,1103.8,1106.15
174,1105.95,1106.93,1104.35,1105.36
175,1105.49,1105.65,1101.04,1101.3
176,1101.27,1102.65,1098.33,1100.17
177,1099.78,1101.1,1098.5,1099.6
178,1099.22,1102.39,1098.71,1100.89
179,1101.07,1104.25,1101,1103.73
180,1103.7,1103.7,1101.32,1103.22
181,1103.15,1104.2,1100.53,1101.03
182,1100.93,1103.87,1099.75,1103.69
183,1103.76,1104.74,1102.35,1102.6
184,1101.93,1101.93,1099.67,1100.14
185,1100.3,1100.85,1099.03,1099.15
186,1099.16,1099.16,1095.56,1097.65
187,1097.76,1097.84,1095.89,1096.27
188,1096.59,1097.66,1095.65,1097.59
189,1097.97,1098.08,1096.1,1097.95
190,1097.03,1097.14,1094.5,1094.61
191,1094.76,1097.22,1094.43,1096.63
192,1096.32,1096.32,1094.42,1094.62
193,1094.9,1096.29,1094.41,1095.83
194,1095.45,1095.89,1094.14,1095.74
195,1095.82,1100.46,1095.36,1098.85
196,1098.97,1101.44,1097.97,1098
197,1098.12,1099.91,1098.12,1099.91
198,1100.02,1101.07,1099.14,1099.62
199,1099.89,1101.63,1099.72,1100.93
200,1100.99,1104.21,1100.56,1103.51
201,1103.53,1104.8,1102.69,1104.8
202,1105.05,1105.68,1104.75,1105.45
203,1105.19,1106.45,1104.9,1106.32
204,1106.54,1107.17,1106.41,1106.76
205,1106.65,1106.7,1103.76,1106.26
206,1106.46,1110.87,1106.46,1109.8
207,1109.43,1110.88,1109.37,1110.74
208,1110.8,1110.8,1109.4,1110.52
209,1110.33,1111.58,1105.09,1105.33
210,1105.58,1110.54,1105.58,1109.7
211,1109.12,1110.77,1108.84,1110.35
212,1110.47,1110.66,1109.04,1109.36
