timestamp,open,high,low,close
119,19264.86,19285.51,19163.85,19202.36
120,19198.12,19204.14,19152.57,19172.25
121,19169.97,19306.91,19169.3,19305.51
122,19306.87,19354.66,19289.66,19342.98
123,19341.32,19372.97,19224.14,19239.33
124,19244.89,19257.45,19168.15,19226.63
125,19227.02,19227.02,19225.48,19225.48
126,19458.89,19601.83,19458.89,19524.52
127,19494.44,19563.17,19436.04,19458.73
128,19458.73,19590.27,19457.55,19590.27
129,19593.25,19647.04,19583.33,19629.85
130,19629.81,19687.41,19627.06,19662.91
131,19663.77,19673.1,19596.62,19601.97
132,19601.36,19688.03,19593.08,19672.27
133,19661.3,19690.32,19629.28,19637.8
134,19637.6,19653.97,19605.41,19614.29
135,19614.48,19652.51,19597.68,19614.48
136,19615.26,19685.14,19615.26,19657.85
137,19656.21,19695.1,19649.47,19654.44
138,19654.56,19729.21,19638.08,19697.89
139,19699.2,19704.64,19699.2,19704.64
140,19670.69,19833.35,19668.44,19774.33
141,19768.26,19799.5,19706.25,19706.53
142,19706.52,19743.13,19660.63,19669.6
143,19672.96,19717.63,19643.51,19670.38
144,19670.49,19684.93,19622.47,19667.05
145,19666.85,19727.76,19647.41,19655.83
146,19656.63,19698.28,19646.41,19686.49
147,19686.68,19754.18,19665,19744.33
148,19745.19,19817.97,19740.08,19804.35
149,19804.04,19909.55,19803.68,19903.7
150,19903.65,19943.81,19896.57,19926.16
151,19926.1,19930.16,19890.98,19904.83
152,19903.36,19915.04,19811.18,19816.02
153,19812.81,19812.81,19812.24,19812.24
